grades,sports,fincome,ses,workage,hmwktime,female,academic,remedial,advanced,_pscore,_treated,_support,_weight,_n1,_nn,_grades,_id,_pdif,set,diff
2,0,3,1,17,2,1,0,0,1,.1295516518173452,0,1,,867,1,2.5,5,.0028278231610476,,
4,0,6,2,14,7,0,1,0,1,.6377900854848517,0,1,2,1346,1,3.5,850,.000217659258976,196,.00021765925
3.5,1,3,2,16,6,0,0,0,0,.487177286216844,1,1,,723,1,2.5,1171,.0006826318647338,345,.00072935416
2.5,0,4,1,14,3,0,0,0,0,.3781305979139623,0,1,,1040,1,3,539,.0015604195983888,502,.27723897
2.5,0,4,1,11,2,1,0,0,0,.1528788111959147,0,1,1,872,1,2,25,.0003388948118708,256,.00033889481
2,0,6,2,15,3,0,0,1,0,.4361241619917875,0,1,4,1101,1,2,633,0,43,0
2.5,0,5,2,13,6,0,1,1,0,.627497904326768,0,1,1,1338,1,3,844,.0007648603936675,364,.0010166081
3,0,5,3,15,4,0,1,1,1,.5904924491585795,0,1,3,1301,1,4,823,.0001230831199057,151,.00012308313
2.5,0,4,2,16,5,0,0,0,1,.4662272422619635,0,1,1,1141,1,2.5,683,.0002308145220657,212,.00023081452
2,1,5,2,13,3,0,0,1,0,.4465504703403083,1,1,6,656,1,2.5,1114,0,46,0
2.5,1,6,2,14,4,0,1,0,0,.5373288562403136,1,1,,775,1,3,1235,.0010784433900084,444,.011067768
2,1,4,2,15,3,0,1,1,0,.5143877230222093,1,1,2,757,1,3,1205,.0001052191614153,143,.00010521916
4,0,3,2,16,6,1,1,0,0,.3075310159090123,0,1,,988,1,3.5,428,.0009499344614272,358,.00094993447
4,0,2,2,16,5,1,1,0,1,.2820825594236147,0,1,1,969,1,3,388,.000401421347635,271,.00040142133
3.5,0,5,2,16,4,1,1,0,0,.2602109517264646,0,1,,949,1,3,345,.0008754173671174,,
3,1,4,2,16,4,1,0,1,0,.2093213757855051,1,1,8,188,1,2.5,914,0,16,0
1,0,2,1,21,5,1,1,1,0,.2393931277098388,0,1,,937,1,3.5,289,.0011052898128694,,
2.5,0,2,1,16,3,1,0,1,1,.1641606927701563,0,1,,880,1,4,43,.000219228789643,,
3,0,5,2,16,4,0,0,0,0,.4317260194336145,0,1,4,1091,1,2.5,625,0,42,0
4,1,2,2,12,6,1,1,0,0,.3301787389615786,1,1,3,465,1,3.5,1005,.0000222814186491,89,.000022281418
3.5,0,4,1,16,5,1,0,0,0,.1907410137248241,0,1,,895,1,3.5,115,.0003269026947377,,
2.5,1,5,2,16,4,1,0,0,0,.1946834119419251,1,1,9,126,1,3.5,898,0,12,0
4,0,3,3,13,7,0,1,0,1,.6640692856986917,0,1,2,1362,1,3.5,861,.0019083024380092,394,.00195661
1,0,3,1,17,3,0,0,1,0,.3767850669448909,0,1,1,1040,1,3,535,.0002148886293175,194,.00021488863
3,0,6,2,16,3,1,1,1,0,.2578374964689611,0,1,1,946,1,4,335,.0001167343474175,148,.00011673435
2,1,3,2,16,4,0,0,1,1,.454902773319506,1,1,,668,1,3.5,1125,.0008402840957614,442,.0082656601
3.5,1,6,2,13,6,0,1,1,1,.6380077447438277,1,1,2,850,1,4,1346,.000217659258976,196,.00021765925
2.5,0,5,2,17,4,1,0,0,0,.1896258430590881,0,1,,895,1,3.5,111,.0007882679709983,,
1,1,2,1,15,6,0,0,0,0,.4567777341569211,1,1,1,669,1,2.5,1129,.0004710041043708,332,.0006057049
4,0,4,2,12,6,1,1,0,1,.3442405633783088,0,1,,1017,1,3.5,486,.0005429060846022,,
2.5,0,5,1,15,6,1,1,0,1,.2979975553657573,0,1,,981,1,4,412,.0007952063691201,,
2.5,1,3,2,16,5,0,0,0,0,.4551492503997202,1,1,,668,1,3.5,1126,.0005938070155472,415,.00301684
3.5,1,6,3,21,7,1,1,1,1,.374905225734163,1,1,5,532,1,2.5,1038,.0002210665088792,200,.00022106651
3,0,5,2,11,5,0,0,1,1,.5322689800818181,0,1,1,1226,1,2,771,.0002192276325227,198,.00021922763
4,0,7,3,15,6,1,1,0,1,.3668026169802863,0,1,,1034,1,2.5,518,3.29886136674e-06,67,3.2988614e-06
3.5,1,3,2,16,4,1,0,1,0,.2062860235955397,1,1,1,179,1,3,911,.0003562258579098,262,.00035622585
2.5,1,2,1,16,3,1,0,0,0,.1451660112662627,1,1,2,17,1,2.5,869,0,1,0
1,0,6,2,15,4,0,0,1,0,.4680038702752444,0,1,2,1144,1,3,685,0,50,0
2,0,1,2,15,1,0,0,1,0,.3538968782460195,0,1,1,1023,1,3.5,504,.0005857638247642,322,.00058576383
3.5,0,3,2,16,6,1,1,0,0,.3075310159090123,0,1,,988,1,3.5,429,.0009499344614272,,
3,0,6,2,12,5,1,1,0,0,.316487412065285,0,1,,991,1,3.5,441,.0005110740602541,,
3.5,0,4,2,11,1,0,0,0,0,.3701052146952613,0,1,,1037,1,4,524,.0003197465654912,,
3.5,1,7,3,16,5,1,1,1,1,.3531713303344977,1,1,3,502,1,1,1022,.0003092879229916,241,.00030928792
2.5,0,3,2,14,5,1,0,1,1,.246818917989909,0,1,,942,1,3.5,311,.0010496644981466,,
3.5,0,4,2,11,4,1,0,0,1,.2231768879496613,0,1,,925,1,3.5,240,.0014933153527806,,
2.5,1,7,3,14,4,0,0,1,0,.5132179446567706,1,1,1,754,1,2,1200,0,53,0
2.5,0,2,1,14,3,0,0,0,0,.3700996527853602,0,1,,1037,1,4,523,.0003141846555901,,
2.5,1,3,1,12,5,0,0,0,0,.4510761472558322,1,1,,666,1,1,1117,.0005991554593688,395,.0019584936
1,0,1,1,15,3,0,1,0,0,.4432928818376725,0,1,,1110,1,2,648,.0001039356776679,463,.12735596
3.5,0,5,1,17,5,0,0,0,0,.4229719286384778,0,1,,1081,1,4,610,.0008146527838461,472,.15341079
1,1,2,1,14,4,0,0,1,0,.4252466409527196,1,1,1,618,1,2.5,1085,.0003594865148663,263,.00035948653
2.5,0,7,3,15,5,1,1,0,1,.3369328815136461,0,1,,1011,1,3.5,476,.0006459108405726,,
3,0,6,2,16,5,1,1,1,1,.3185740670256725,0,1,1,993,1,3.5,445,.0000232667931399,91,.000023266794
2.5,0,2,1,16,4,1,0,1,0,.1802814073790046,0,1,2,888,1,2.5,87,0,10,0
3,1,4,3,15,4,0,1,0,0,.5550067823432531,1,1,2,797,1,3,1251,.000349999430497,260,.00034999943
1,0,7,3,16,7,1,0,0,0,.3037284172187499,0,1,,986,1,2.5,422,.0012196369100606,,
3.5,1,6,3,15,5,0,1,0,0,.5948470074959227,1,1,,826,1,3,1309,.0002410290608441,483,.19838074
4,0,6,3,14,7,1,1,0,1,.4005565246138955,0,1,1,1063,1,3.5,582,0,39,0
2.5,0,4,1,15,6,1,0,0,1,.2239749997864929,0,1,,925,1,3.5,246,.000695203515949,,
3,0,3,2,16,5,1,1,0,0,.2798202127106812,0,1,,968,1,4,386,.0009782915042322,421,.0036564637
3.5,0,2,2,16,6,0,0,0,1,.4898529556173605,0,1,,1173,1,2.5,728,.0008005110328045,441,.007653798
1,0,3,1,12,4,1,0,0,0,.1861315358670915,0,1,3,891,1,3.5,105,0,11,0
2,0,3,2,21,4,1,0,0,0,.1649016789822346,0,1,,880,1,4,49,.0005217574224352,,
4,0,5,1,16,6,1,0,0,1,.221615312568873,0,1,,924,1,2.5,231,.0018426238539224,,
3.5,0,3,2,16,6,1,0,0,1,.2408332745801811,0,1,,938,1,3,295,.0002066945353605,,
3.5,0,5,2,12,6,0,0,1,1,.5568469088569032,0,1,1,1253,1,2,798,.0008426251462046,354,.00084262516
2.5,1,2,1,12,3,0,0,0,0,.3841612001141481,1,1,6,556,1,2.5,1046,.0002218233879909,202,.00022182339
3.5,1,3,3,14,4,0,0,0,1,.4782563687596373,1,1,1,710,1,1,1157,.0002584320114349,234,.000258432
3,0,5,2,14,3,0,1,1,1,.5328703260252422,0,1,3,1227,1,3.5,772,.000230858187504,213,.00023085819
3.5,0,3,2,14,6,1,1,0,1,.3268838545994855,0,1,1,1003,1,3.5,461,.0000790567480977,112,.00007905675
2.5,0,5,2,14,4,1,0,1,0,.2232804188406766,0,1,,925,1,3.5,241,.0013897844617652,,
2.5,1,1,1,15,4,1,1,1,0,.2456287777492865,1,1,8,307,1,3.5,941,.0000914496935132,131,.000091449692
3.5,0,1,1,13,6,1,1,0,1,.2961384334711918,0,1,,980,1,2.5,409,.0005668558961776,,
2,0,5,2,14,4,0,0,0,0,.4463209220253905,0,1,,1114,1,2,655,.0002295483149177,459,.11716709
4,1,6,3,13,4,0,1,0,1,.5846653885725973,1,1,,818,1,2.5,1291,.0006893799042546,474,.16273874
3,0,3,1,14,3,0,0,0,0,.374108295612922,0,1,,1038,1,3.5,531,.000796930121241,507,.30211747
2,1,5,1,16,3,1,0,0,0,.1525399163840438,1,1,3,25,1,2.5,872,.0003388948118708,256,.00033889481
4,1,6,2,15,7,0,1,1,1,.6541812777389635,1,1,,856,1,3.5,1356,.0027050534151463,501,.27493447
3.5,0,2,1,16,4,1,0,1,0,.1802814073790046,0,1,,888,1,2.5,88,0,,
2,1,2,1,13,5,0,0,0,0,.439573648858985,1,1,7,640,1,3,1107,.000228987229179,209,.00022898724
4,0,2,1,14,7,1,0,1,0,.2624763526989029,0,1,,950,1,3.5,351,.0004631474700377,,
4,0,2,1,16,4,0,1,0,0,.4720876208947487,0,1,,1150,1,3,696,.0002474421979905,455,.056809016
2.5,0,7,2,11,4,0,0,1,0,.5017345654861817,0,1,3,1187,1,3,739,.0002588655774366,235,.00025886559
2.5,1,4,2,16,6,1,0,1,0,.2585737400074928,1,1,3,338,1,3,947,.0000875343602458,127,.000087534361
3,0,2,2,11,3,0,1,0,0,.5105031545762372,0,1,,1195,1,2.5,751,.0005855703104234,396,.0020038262
3,1,5,2,16,6,1,1,0,1,.3211954820932581,1,1,3,450,1,3.5,996,0,27,0
3.5,0,1,1,16,6,1,0,0,1,.2092174082808939,0,1,,914,1,3,187,.0001039675046112,,
2.5,1,5,2,16,5,0,0,1,0,.4884796740143169,1,1,2,725,1,2.5,1172,.0002256671643414,204,.00022566716
3.5,0,5,3,14,4,1,0,1,0,.2492533149743926,0,1,,943,1,3,320,.0006503057141847,,
2.5,1,6,2,16,3,0,1,1,0,.5154583285395563,1,1,1,759,1,3,1206,.0001382330117975,167,.00013823301
2.5,0,6,2,14,4,0,0,1,0,.4753694709668949,0,1,2,1152,1,3,703,.00013226143354,162,.00013226144
2,1,7,2,14,4,0,0,0,0,.4547112968312364,1,1,,667,1,2.5,1123,.0008341989503782,438,.0066619152
3.5,1,2,1,15,4,0,0,1,0,.4180053995510685,1,1,,598,1,3.5,1077,.0008220956185548,357,.00091346313
2.5,1,5,1,16,1,1,0,0,0,.117686768088924,1,1,2,2,1,3,865,.0071445487128553,440,.0071445489
2.5,1,3,1,15,4,0,0,0,0,.3978227047904399,1,1,1,579,1,2.5,1061,0,38,0
2.5,0,2,1,11,3,0,1,0,0,.4768785995473567,0,1,,1155,1,4,706,.0000934338032811,259,.00034658689
4,0,7,3,16,5,1,1,0,1,.3302010203802277,0,1,,1005,1,4,466,.0000222814186491,,
1,0,4,1,17,2,0,0,1,0,.3505438962245647,0,1,,1021,1,2.5,497,3.24729615248e-06,,
2,0,7,3,16,5,0,1,0,0,.5917772804267319,0,1,3,1304,1,2,824,0,62,0
2.5,0,5,2,13,3,1,0,0,0,.1878756576779965,0,1,1,894,1,2.5,106,.0007268171028735,344,.00072681712
2.5,0,5,2,15,3,1,0,1,0,.1948433797204292,0,1,,898,1,2.5,130,.0001599677785041,,
3.5,0,5,3,15,5,1,0,0,0,.2490691322846576,0,1,,943,1,3,318,.0008344884039198,,
2.5,0,7,3,14,2,0,0,1,0,.4491176536753694,0,1,,1116,1,3.5,663,.0003269386697998,426,.0047536073
2.5,1,4,1,15,5,1,0,0,0,.1958166434283034,1,1,4,132,1,3.5,899,.0000228972678026,90,.000022897268
1,0,2,1,12,3,0,0,1,0,.4082750866179746,0,1,3,1068,1,2,589,.0002653782473385,238,.00026537824
2.5,0,1,1,15,5,1,0,1,0,.2044399590107024,0,1,2,908,1,1,169,0,14,0
3,1,4,2,12,4,0,0,0,1,.4636537492084455,1,1,,679,1,1,1138,.0009231940925514,424,.0045644399
1,0,2,1,11,3,0,0,1,0,.4154783914588606,0,1,,1075,1,4,596,.0004156617374388,348,.0007748577
3.5,0,5,2,15,6,0,0,1,0,.5279601814672691,0,1,2,1220,1,4,766,.000590176459785,324,.00059017644
3,0,7,3,16,3,1,1,0,1,.274123974485158,0,1,,963,1,3,378,.0008748587475156,,
3,0,4,1,15,6,1,1,0,0,.2883971272024416,0,1,1,976,1,3.5,395,5.02887364062e-06,73,5.0288736e-06
3.5,0,7,3,12,7,1,1,1,1,.4436568356396463,0,1,,1111,1,2.5,650,.00032868950493,461,.121558
2.5,0,5,1,13,3,0,1,0,0,.4747973047511798,0,1,,1151,1,3.5,701,.0003409726093154,450,.043211892
1,1,3,2,15,4,0,0,1,0,.4553794318868132,1,1,1,668,1,3.5,1127,.0003636255284541,264,.00036362553
3.5,0,5,1,15,6,1,1,0,1,.2979975553657573,0,1,,981,1,4,413,.0007952063691201,,
3,0,3,1,16,5,1,0,1,0,.2052025792966534,0,1,,909,1,3.5,172,.0007584420323237,,
3,1,2,1,16,6,1,0,1,0,.2256457240514318,1,1,,250,1,3,926,.0006372307787293,334,.00063723075
2,0,5,3,16,6,0,0,1,0,.5540709081304952,0,1,1,1250,1,3.5,795,.0004814278590128,300,.00048142785
2.5,0,5,2,14,4,1,0,1,0,.2232804188406766,0,1,,925,1,3.5,242,.0013897844617652,,
4,0,6,2,16,6,0,1,0,1,.5929048808806627,0,1,1,1307,1,4,825,.0004665613633975,292,.00046656135
3,0,3,3,15,4,1,0,0,1,.223082349571721,0,1,,925,1,3.5,237,.0015878537307208,,
1,0,3,2,16,4,0,0,0,0,.4234102701853737,0,1,,1082,1,3,611,.000807960000914,470,.15253398
4,0,6,3,21,7,1,0,0,1,.2744044380496606,0,1,,963,1,3,380,.000594395183013,349,.00077838323
4,0,3,1,12,3,1,0,0,0,.1653370376785505,0,1,,880,1,4,50,.0009571161187512,,
2,0,7,3,21,4,1,0,0,1,.2031301896384175,0,1,1,907,1,1,161,.0001467246635915,172,.00014672466
2,1,4,2,16,4,0,0,1,0,.4522441409874502,1,1,1,666,1,1,1118,.0005688382722492,320,.00056883827
3.5,1,7,3,15,5,0,1,1,1,.6294971597984222,1,1,1,846,1,3.5,1341,.0003231669811347,247,.00032316698
3,1,1,1,15,4,0,1,0,0,.4752372095333549,1,1,2,703,1,2.5,1152,.00013226143354,162,.00013226144
3.5,0,3,2,16,4,1,0,0,0,.1888988366937502,0,1,,895,1,3.5,108,.0015152743363361,,
3.5,1,7,3,14,3,0,1,1,1,.5745625117894535,1,1,,807,1,3,1275,.0002275941298471,468,.15010042
3.5,1,4,2,11,4,0,1,0,0,.5509415320999651,1,1,1,791,1,4,1248,.000586775034554,323,.00058677502
3.5,1,5,2,15,4,0,1,0,1,.5326394678377382,1,1,1,772,1,3,1227,.000230858187504,213,.00023085819
2,0,5,2,17,5,1,0,0,0,.2122144454835292,0,1,,915,1,2.5,204,.0002480378779381,,
4,1,6,3,12,5,0,1,0,1,.6228094455129219,1,1,2,841,1,4,1332,5.59556357471e-06,159,.00013172123
3.5,1,6,2,14,4,0,1,0,1,.5441973113563143,1,1,1,781,1,2.5,1241,.0000686260434826,105,.000068626046
3.5,1,2,2,13,2,0,1,0,0,.4636653973901491,1,1,,679,1,1,1139,.0009348422742549,383,.0014073607
4,0,7,3,16,4,0,0,0,1,.4803961994018888,0,1,1,1159,1,2.5,714,.0001320142237458,161,.00013201422
2.5,0,7,3,12,2,0,0,0,0,.4390189134568506,0,1,,1107,1,2,638,.0005547354021345,408,.002682498
3,1,5,2,16,4,0,1,1,0,.5432699039147535,1,1,1,778,1,4,1240,.0002302828055728,210,.00023028281
3,1,5,2,14,5,0,1,0,0,.5649862830279451,1,1,,804,1,1,1263,.0017257503858529,460,.11866536
4,1,5,2,12,6,0,1,0,1,.617325902923745,1,1,5,835,1,3,1330,0,63,0
4,1,5,2,16,6,0,1,0,1,.5887871655545563,1,1,1,822,1,3.5,1298,.0004677015871538,318,.00055883772
2.5,0,4,2,16,5,1,0,1,0,.2332261647336537,0,1,,931,1,4,268,.0012586962028764,,
2.5,0,2,1,14,4,1,0,0,0,.173644852827467,0,1,,885,1,3.5,72,0,,
3.5,0,5,1,16,5,1,1,0,1,.2646113737584826,0,1,2,951,1,4,358,.0002050768195604,189,.00020507682
3,0,6,1,17,4,0,0,0,0,.3958077247463673,0,1,,1059,1,3.5,575,.0016939772643453,484,.19903928
3,0,5,2,16,5,0,1,0,1,.5572148225429178,0,1,3,1253,1,2,799,.0004747114601901,295,.00047471147
2,0,7,3,14,4,0,0,1,0,.5132179446567706,0,1,4,1200,1,2.5,754,0,53,0
2.5,0,2,1,16,3,1,0,1,0,.1599148517538167,0,1,1,875,1,4,37,.0011410795579279,378,.0012915594
4,0,4,1,15,4,1,1,0,0,.2360387731543267,0,1,1,934,1,3,277,.0001020472829083,139,.00010204728
3,1,5,2,13,4,1,0,1,0,.2288463816971642,1,1,3,260,1,3,928,.0001094410302169,144,.00010944103
1,0,6,2,15,5,0,0,1,0,.5000902176660103,0,1,1,1184,1,2.5,737,.0008066665229319,362,.00098392752
1,0,7,2,16,4,0,0,1,1,.4717413026542626,0,1,1,1150,1,3,694,.0000988760424956,136,.000098876044
4,0,5,2,16,3,1,1,0,1,.2401243545615393,0,1,,937,1,3.5,293,.0003740629611688,,
2.5,0,5,1,15,2,1,0,0,0,.1383846049557178,0,1,,868,1,2.5,8,.0039139739022085,,
3.5,1,6,3,16,5,0,1,1,0,.6118358915224125,1,1,,834,1,1,1325,.0030350021738742,491,.22799255
3.5,0,5,2,16,6,1,1,0,1,.3211954820932581,0,1,4,996,1,3,450,0,65,0
3.5,1,6,3,16,7,0,1,0,1,.6553695703062765,1,1,,856,1,3.5,1357,.0015167608478333,502,.27723897
2,0,7,3,14,2,0,0,0,0,.424467863093263,0,1,2,1083,1,1,616,.0002217165276588,317,.00055700162
3,0,6,2,12,5,1,0,0,0,.2433349932087062,0,1,,940,1,1,302,.0010392836506324,,
2.5,1,5,2,14,4,0,1,0,0,.5331175321971817,1,1,,772,1,3,1229,.0002472061719395,457,.061601479
3,0,4,2,16,5,1,0,1,0,.2332261647336537,0,1,,931,1,4,269,.0012586962028764,,
3,0,2,3,11,4,0,1,0,1,.5825699207032737,0,1,1,1287,1,3.5,817,.0002959556535144,353,.00083775312
3.5,0,6,3,17,6,0,1,0,1,.618229418379684,0,1,,1330,1,4,836,.000903515455939,404,.0024715716
3.5,0,4,3,13,6,0,1,0,0,.6317041655176652,0,1,2,1342,1,4,847,.0004534017981015,286,.00045340179
3,1,7,2,14,5,1,0,0,0,.2351359216521549,1,1,,274,1,3,932,.0001739942322608,308,.00051843043
3,0,5,2,14,4,0,1,0,1,.5399930557902869,0,1,,1236,1,2,777,.0005945767831759,325,.00059457676
3.5,0,6,3,14,5,1,0,0,1,.2640178669349368,0,1,,951,1,4,357,.0003884300039855,,
4,0,6,2,15,6,1,1,0,1,.3316900861881975,0,1,2,1007,1,3,468,0,28,0
3.5,0,4,2,13,4,0,1,1,0,.56104005972657,0,1,,1256,1,3.5,801,.0007030870143714,352,.00082973298
2,1,3,2,11,5,0,1,1,1,.6094364532719877,1,1,,834,1,1,1322,.0006355639234494,488,.21569647
1,0,3,2,16,4,1,0,0,0,.1888988366937502,0,1,,895,1,3.5,109,.0015152743363361,,
3,0,2,1,12,4,0,0,1,1,.4466371129802875,0,1,,1114,1,2,657,.0000866426399793,442,.0082656601
2.5,0,3,2,15,4,1,1,0,0,.2593402605815949,0,1,,949,1,3,341,4.72622224768e-06,72,4.7262224e-06
4,1,4,2,13,3,0,1,0,0,.5041913349216607,1,1,2,742,1,3.5,1190,.0000175720048096,87,.000017572005
3.5,1,6,2,13,5,0,0,0,1,.4967954380818398,1,1,1,735,1,3,1180,.0004621042447124,290,.00046210425
3.5,0,2,1,21,7,1,0,0,1,.2088046149594936,0,1,1,913,1,2.5,185,.0001639711034675,177,.0001639711
3,0,4,2,21,5,1,1,0,1,.258486205647247,0,1,1,947,1,2.5,338,.0000875343602458,127,.000087534361
1,0,3,2,16,3,1,0,0,0,.1679052421404469,0,1,,881,1,3,54,.0014794422086607,,
2.5,1,6,2,16,1,0,0,1,0,.3667993181189195,1,1,3,517,1,3.5,1034,3.29886136674e-06,67,3.2988614e-06
3.5,1,3,1,12,4,0,0,0,0,.419388673054326,1,1,4,602,1,2.5,1079,.0001031331240001,141,.00010313313
3,0,7,2,16,4,1,0,0,1,.2054634222355206,0,1,,910,1,2.5,176,.0006612529198811,,
3.5,1,7,3,15,4,0,1,0,1,.5743349176596064,1,1,1,807,1,3,1274,0,59,0
3,0,6,3,17,4,1,1,0,1,.2915095153726855,0,1,,978,1,4,400,.0004879797825817,,
3,0,4,3,12,4,0,1,1,0,.6011929719316851,0,1,,1313,1,2.5,828,.0004705684638058,366,.0010363442
2,0,6,2,14,5,0,0,0,0,.4825120791436261,0,1,,1162,1,3.5,717,.0005665940851398,350,.0007980279
3.5,1,3,2,14,5,0,0,0,0,.4698517270951364,1,1,1,689,1,2,1147,.0004394916918963,379,.0012994306
3.5,1,5,2,15,4,0,1,0,0,.5257534362200929,1,1,,765,1,2,1216,.0020063235795283,451,.051684342
3.5,0,3,1,14,4,0,0,1,0,.429404107325522,0,1,1,1089,1,2.5,623,0,41,0
3,1,5,3,15,3,1,0,0,0,.2008886126503752,1,1,5,152,1,2.5,903,.0001553837620246,173,.00015538376
3.5,0,7,3,14,6,0,0,0,0,.552342677012636,0,1,1,1249,1,2.5,793,0,57,0
4,0,6,3,15,5,0,1,0,1,.6015413083504663,0,1,3,1313,1,2.5,829,.0001222320450246,150,.00012223204
2.5,1,5,1,14,6,0,1,0,0,.5634880043240761,1,1,,803,1,4,1262,.0005926253779143,459,.11716709
3,0,4,1,12,4,0,0,1,0,.4481746634674553,0,1,,1115,1,2.5,661,.0006994156256068,436,.0062901871
3.5,0,5,1,16,4,1,0,0,0,.1723074892860578,0,1,,885,1,3.5,67,.0013373635414092,,
1,1,7,3,18,4,0,1,1,1,.5770991746326686,1,1,,808,1,3.5,1282,.0007222171677349,419,.0034235865
2,0,4,2,21,4,1,1,0,0,.2278816083938955,0,1,,928,1,3,259,.0009647733032686,,
3,1,4,2,14,6,0,1,0,0,.5923292366515663,1,1,,824,1,2,1305,.0005519562248344,481,.19073786
2.5,1,6,2,16,4,0,1,0,1,.529492573154683,1,1,1,768,1,2,1222,.0001076796562345,174,.00015628611
2.5,0,4,2,21,6,1,1,0,0,.2793370762969342,0,1,,967,1,4,385,.0009071473698556,,
4,0,5,3,17,6,1,1,0,1,.3451130043580787,0,1,1,1018,1,4,487,.0001167128088411,252,.0003295349
3.5,0,3,1,12,4,0,1,1,0,.5307673800786615,0,1,1,1224,1,3.5,769,.0001317811760688,160,.00013178117
2,0,3,2,16,2,0,0,0,0,.361592177733024,0,1,,1030,1,2,513,.000887170249978,375,.0012277605
4,1,6,3,13,5,0,1,0,1,.6157578469330659,1,1,,835,1,3,1329,.0015680559906791,404,.0024715716
4,1,7,3,11,6,1,1,0,0,.3883576557512274,1,1,,558,1,3.5,1050,.0004607075067719,289,.0004607075
3,0,5,3,12,6,1,1,0,1,.3798024177505548,0,1,,1041,1,3,542,.0004578378113988,498,.27317908
3,0,7,3,15,5,0,1,1,0,.6229411667372071,0,1,,1332,1,4,842,.0001317212242852,159,.00013172123
3.5,0,4,1,15,7,0,0,0,1,.5041737629168511,0,1,1,1190,1,4,742,.0000175720048096,87,.000017572005
2,0,1,1,14,6,1,0,1,0,.2336614089250448,0,1,,931,1,4,270,.0008234520114853,,
3.5,1,1,1,14,4,0,0,0,1,.4034740726022664,1,1,1,584,1,2,1064,.0003255802297676,249,.00032558024
2.5,0,5,1,18,5,1,0,1,0,.2007332288883506,0,1,1,903,1,3,152,.0001553837620246,173,.00015538376
3,0,6,2,16,4,1,1,0,0,.2636615576614408,0,1,,951,1,4,356,.0007447392774815,,
2.5,0,2,1,11,2,0,0,1,0,.384383023502139,0,1,1,1046,1,2.5,556,.0002218233879909,202,.00022182339
.5,0,6,2,21,2,0,0,0,0,.3390848594596533,0,1,,1013,1,4,479,.0006510673004899,337,.0006510673
2.5,0,2,2,17,4,1,1,0,0,.2441554865341622,0,1,,941,1,2.5,303,.0014732912151244,,
2.5,1,7,3,12,4,1,1,0,1,.3278585867722575,1,1,2,463,1,2.5,1004,.0003006347786051,240,.00030063477
2.5,0,7,3,13,5,1,1,0,0,.3441598910735638,0,1,,1017,1,3.5,485,.0006235783893471,,
2.5,0,3,1,11,1,0,0,0,0,.334874655400172,0,1,1,1008,1,2.5,472,0,29,0
4,0,6,3,16,7,1,1,0,0,.3797133850954456,0,1,,1041,1,3,541,.000546870466508,500,.27371201
2.5,0,7,3,12,5,1,0,0,0,.274020715717839,0,1,,963,1,3,376,.0009781175148346,,
3.5,1,6,1,16,6,1,1,0,1,.2952606975081693,1,1,3,406,1,4,979,.0001042304248994,142,.00010423043
3.5,1,6,3,15,6,0,1,0,1,.6322631444194816,1,1,,847,1,3.5,1343,.0005589789018164,391,.0017649685
2.5,1,3,2,17,1,1,0,0,0,.1267238286562976,1,1,4,3,1,4,867,.000555909056886,315,.00055590906
2.5,0,7,2,12,4,1,0,1,0,.2410445589449177,0,1,1,938,1,3,296,4.58982937621e-06,69,4.5898296e-06
2.5,0,5,2,16,4,1,0,1,0,.2123828558914575,0,1,,915,1,2.5,206,.0004164482858664,,
2,1,4,3,12,3,0,1,1,0,.5698221751516221,1,1,1,806,1,3.5,1268,.0002327168100642,219,.0002327168
3.5,0,3,3,15,7,1,1,0,1,.38124621335267,0,1,1,1042,1,4,546,.0002011787538493,187,.00020117876
2.5,0,1,1,15,3,0,0,0,0,.3591630746622467,0,1,,1029,1,3,510,.0006930343045513,,
2.5,1,2,1,17,7,1,1,0,1,.3020665722819311,1,1,2,420,1,2.5,985,.0000712911250687,107,.000071291128
2,1,5,2,15,5,0,0,1,0,.4958624582749427,1,1,,735,1,3,1179,.0004708755621847,427,.0048004445
2.5,1,1,1,17,5,1,0,0,0,.1773603722028772,1,1,7,78,1,2,886,0,9,0
3,0,4,1,16,1,1,0,1,0,.1282626467371093,0,1,,867,1,2.5,4,.0015388180808118,430,.0052806451
3,1,1,2,15,5,0,1,0,1,.5477706233954749,1,1,2,783,1,4,1243,.0004376345112231,277,.0004376345
3,1,4,2,14,4,0,1,0,1,.5357843238348944,1,1,,775,1,3,1233,.0004660890154108,445,.013082593
3.5,0,3,1,11,6,1,0,1,1,.2634287994379575,0,1,,951,1,4,353,.0009774975009648,,
3.5,0,3,2,16,4,1,0,1,1,.2112566749937472,0,1,,915,1,2.5,195,.0007097326118439,,
2,1,4,3,15,3,0,0,0,0,.4363364154718221,1,1,,633,1,2,1102,.0002122534800346,408,.002682498
3,0,6,3,16,5,1,0,1,0,.2667249185076943,0,1,,955,1,3.5,364,.0003831932392503,380,.0013513927
2.5,0,2,1,16,4,1,0,0,0,.1643145770068386,0,1,1,880,1,4,44,.0000653445529607,,
3.5,1,3,2,15,6,0,0,1,0,.5195196490440828,1,1,1,760,1,4,1210,.0001381714982477,166,.0001381715
3,1,7,3,11,1,0,0,0,0,.414703533777961,1,1,1,595,1,3,1074,.0002148544532905,348,.0007748577
2.5,0,4,2,15,2,0,1,0,0,.4573834390820926,0,1,,1129,1,1,670,.0006057049251714,332,.0006057049
2.5,1,6,3,12,5,0,1,0,1,.6228094455129219,1,1,,841,1,4,1333,5.59556357471e-06,74,5.5955634e-06
